,Thana,District,Accident_Severity,Month,Year,Time,Junction_Type,Traffic_Control,Collision_Type,Movement,Divider,Weather,Light,Road_Geometry,Surface_Condition,Surface_Type,Surface_Quality,Road_Class,Road_Feature,Location_Type,X,Y,Road_No,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Loading,Vehicle_Defect,Driver_Age,Alcohol,Seat_Belt
212,004,42,Grievios,September,2015,2,T Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Other,Sealed,Good,City,None,Urban Area,304612,072310,   ?,Minibus,Overtaking,Legal,None,45,Not Suspected,No
213,046,42,Fatal,September,2015,1,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Dawn,Curve + Slop,Dry,Sealed,Good,Rural Road,None,Rural Area,     ?,     ?,   ?,Pick Up,Crossing Road,Legal,None,30,Not Suspected,No
214,011,42,Fatal,September,2015,2,T Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(unlit),Straight+Flat,Dry,Brick,Good,National,None,Urban Area,304139,073439,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
215,002,42,Fatal,September,2015,2,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Curve Only,Dry,Sealed,Good,City,None,Urban Area,304792,072408,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
216,022,42,Fatal,September,2015,2,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,Bridge,Urban Area,     ?,     ?,0003,Bus,Going Ahead,Legal,None,35,Not Suspected,No
217,040,42,Fatal,September,2015,1,Cross Road,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,35,Not Suspected,No
218,035,42,Fatal,September,2015,4,Other,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Dawn,Straight+Flat,Dry,Earth,Good,Feeder,None,Rural Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,40,Not Suspected,No
219,037,42,Fatal,September,2015,4,Other,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Brick,Rough,Regional,Bridge,Urban Area,304250,072950,   ?,Other,Going Ahead,Legal,None,37,Not Suspected,No
220,015,42,Grievios,September,2015,4,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304599,072225,   ?,Bus,Going Ahead,Legal,None,23,Not Suspected,No
221,005,42,Grievios,September,2015,2,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304599,072225,   ?,Bus,Going Ahead,Legal,None,23,Not Suspected,No
222,023,42,Fatal,October,2015,4,Other,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Microbus,Going Ahead,Legal,None,30,Not Suspected,Yes
223,016,42,Fatal,October,2015,4,T Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304729,073223,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
224,042,42,Fatal,October,2015,2,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Curve + Slop,Dry,Sealed,Good,National,None,Urban Area,304412,073165,   ?,Bus,Going Ahead,Legal,None,30,Suspected,No
225,037,42,Fatal,October,2015,4,Other,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,Feeder,None,Urban Area,304142,073072,   ?,Car,Going Ahead,Legal,None,26,Not Suspected,Yes
226,002,42,Fatal,October,2015,4,No Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304893,072516,   ?,Motor Cycle,Going Ahead,Legal,Other,30,Not Suspected,Yes
227,002,42,Fatal,October,2015,1,No Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304839,072420,   ?,Motor Cycle,Going Ahead,Legal,Other,28,Suspected,No
228,033,42,Fatal,October,2015,1,Other,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Rough,National,None,Urban Area,     ?,     ?,0001,Minibus,Going Ahead,Legal,None,29,Not Suspected,No
229,033,42,Fatal,October,2015,1,No Junction,No Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304723,072353,   ?,Heavy Truck,Going Ahead,Legal,None,40,Not Suspected,No
230,033,42,Fatal,October,2015,1,Other,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,305082,072052,0001,Heavy Truck,Going Ahead,Legal,None,35,Not Suspected,No
231,033,42,Fatal,October,2015,1,Other,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304877,072273,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
232,033,42,Grievios,October,2015,1,No Junction,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,305154,072115,0001,Microbus,Going Ahead,Legal,None,35,Not Suspected,No
233,034,42,Grievios,October,2015,2,Other,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,303872,073152,   ?,Bus,Overtaking,Legal,Other,32,Not Suspected,No
234,034,42,Fatal,October,2015,1,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,303873,073162,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
235,034,42,Fatal,October,2015,1,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,303872,073177,   ?,Minibus,Going Ahead,Legal,None,35,Not Suspected,No
236,044,42,Fatal,October,2015,4,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304431,074399,0003,Heavy Truck,Going Ahead,Legal,None,55,Not Suspected,No
237,030,42,Fatal,October,2015,2,Other,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,Regional,None,Urban Area,     ?,     ?,   ?,Other,Going Ahead,Legal,None,28,Not Suspected,No
238,014,42,Fatal,October,2015,1,Other,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304446,074175,0003,Minibus,Going Ahead,Legal,None,40,Not Suspected,No
239,009,42,Grievios,October,2015,1,Other,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Microbus,Going Ahead,Legal,None,28,Not Suspected,No
240,005,42,Fatal,October,2015,2,Cross Road,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,33,Not Suspected,No
241,005,42,Fatal,October,2015,2,No Junction,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304590,072210,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
242,005,42,Grievios,October,2015,4,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304575,072205,   ?,Bus,Going Ahead,Legal,None,26,Not Suspected,No
243,005,42,Motor Collusion,October,2015,4,Cross Road,Police Control,Slide Swip,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,Bridge,Urban Area,304575,072205,   ?,Other,Going Ahead,Legal,None,35,Not Suspected,No
244,017,42,Fatal,October,2015,3,No Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304155,073575,   ?,Minibus,Going Ahead,Legal,None,35,Not Suspected,No
245,017,42,Grievios,October,2015,1,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Microbus,Reversing,Legal,None,30,Not Suspected,No
246,017,42,Fatal,October,2015,3,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
247,017,42,Fatal,October,2015,3,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304348,073058,   ?,Minibus,Going Ahead,Legal,None,35,Not Suspected,No
248,029,42,Fatal,October,2015,3,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304670,072603,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
249,013,42,Fatal,October,2015,4,Other,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304125,073716,   ?,Rickshaw,Going Ahead,Legal,None,35,Not Suspected,No
250,003,42,Fatal,October,2015,1,No Junction,Police Control,Other,1-way Street,1-way Street,Fair,Dawn,Slop Only,Dry,Sealed,Good,National,Bridge,Urban Area,304790,072789,   ?,Minibus,Going Ahead,Legal,None,35,Not Suspected,No
251,013,42,Fatal,November,2015,2,Other,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Dawn,Slop Only,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
252,042,42,Fatal,November,2015,4,Cross Road,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Night(lit),Curve Only,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,35,Not Suspected,No
253,034,42,Fatal,November,2015,2,Cross Road,No Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,28,Not Suspected,No
254,016,42,Fatal,November,2015,1,T Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,40,Not Suspected,No
255,018,42,Fatal,November,2015,1,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304760,072739,   ?,Heavy Truck,Going Ahead,Legal,None,40,Not Suspected,No
256,012,42,Grievios,November,2015,4,Cross Road,Police Control,Overturned vehicle,1-way Street,1-way Street,Rain,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Bus,Right Turn,Legal,None,42,Not Suspected,No
257,033,42,Fatal,November,2015,4,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,0001,Pick Up,Going Ahead,Legal,None,35,Not Suspected,No
258,048,42,Fatal,November,2015,1,No Junction,No Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Minibus,Going Ahead,Legal,None,30,Not Suspected,No
259,024,42,Fatal,November,2015,1,No Junction,No Control,Overturned vehicle,2-way Street,2-way Street,Fog,Dawn,Curve Only,Dry,Sealed,Good,National,None,Rural Area,     ?,     ?,   ?,Heavy Truck,Right Turn,Unsafe,Other,30,Suspected,No
260,038,42,Fatal,November,2015,4,No Junction,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,30,Not Suspected,No
261,025,42,Fatal,November,2015,2,Cross Road,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Daylight,Curve Only,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Right Turn,Legal,None,35,Not Suspected,No
262,001,42,Fatal,November,2015,1,No Junction,No Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304628,072899,   ?,Heavy Truck,Going Ahead,Legal,None,30,Not Suspected,No
263,049,42,Fatal,November,2015,4,Cross Road,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Tempo,Going Ahead,Legal,None,25,Not Suspected,No
264,044,42,Fatal,November,2015,4,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304479,074286,0003,Bus,Going Ahead,Legal,None,35,Not Suspected,No
265,017,42,Fatal,November,2015,2,Cross Road,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304250,073220,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
266,017,42,Grievios,November,2015,3,Cross Road,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304374,073175,   ?,Car,Going Ahead,Legal,None,35,Not Suspected,Yes
267,019,42,Fatal,November,2015,4,Cross Road,Police Control,Rear End,2-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Sudden Start,Legal,None,22,Not Suspected,No
268,007,42,Fatal,November,2015,2,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,30,Not Suspected,No
269,036,42,Fatal,December,2015,3,Cross Road,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,28,Not Suspected,No
270,013,42,Grievios,December,2015,3,No Junction,Police Control,Hit Object in Road,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Minibus,Going Ahead,Legal,None,35,Not Suspected,No
271,040,42,Fatal,December,2015,4,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304536,072367,   ?,Heavy Truck,Going Ahead,Legal,None,32,Not Suspected,No
272,034,42,Fatal,December,2015,4,T Junction,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,303971,073216,   ?,Heavy Truck,Going Ahead,Legal,None,32,Not Suspected,No
273,049,42,Fatal,December,2015,4,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304835,072725,   ?,Bus,Going Ahead,Legal,None,29,Not Suspected,No
274,048,42,Fatal,December,2015,2,No Junction,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
275,002,42,Fatal,December,2015,2,No Junction,Centreline,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Curve Only,Dry,Sealed,Good,Regional,None,Urban Area,304839,072420,   ?,Bus,Left Turn,Legal,None,30,Not Suspected,No
276,029,42,Fatal,December,2015,3,Cross Road,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,35,Not Suspected,No
277,029,42,Fatal,December,2015,2,Cross Road,Police Control,Hit Pedestrian,1-way Street,2-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304471,072586,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
278,033,42,Fatal,December,2015,4,Cross Road,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,305135,072155,0001,Bus,Going Ahead,Legal,None,32,Not Suspected,No
279,033,42,Fatal,December,2015,2,Cross Road,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,0001,Minibus,Going Ahead,Legal,None,40,Not Suspected,No
280,033,42,Fatal,December,2015,2,Cross Road,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304734,072445,0001,Bus,Going Ahead,Legal,None,38,Not Suspected,No
281,033,42,Fatal,December,2015,1,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Rough,Regional,None,Urban Area,     ?,     ?,0001,Minibus,Going Ahead,Legal,None,29,Not Suspected,No
282,017,42,Fatal,December,2015,2,Cross Road,Police Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Daylight,Slop Only,Dry,Sealed,Good,National,None,?,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
283,046,42,Fatal,December,2015,4,Cross Road,No Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,None,35,Not Suspected,No
284,015,42,Fatal,December,2015,4,Other,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,Regional,Bridge,Rural Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
285,022,42,Fatal,December,2015,3,Cross Road,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,0003,Bus,Going Ahead,Legal,None,32,Not Suspected,No
286,024,42,Fatal,December,2015,3,Cross Road,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
287,044,42,Fatal,December,2015,3,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,   ?,Minibus,Going Ahead,Legal,None,38,Not Suspected,No
288,001,42,Fatal,December,2015,3,Cross Road,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,304515,072693,   ?,Heavy Truck,Going Ahead,Legal,None,40,Not Suspected,No
289,005,42,Grievios,January,2015,3,No Junction,No Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304590,072210,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
290,005,42,Grievios,March,2015,4,No Junction,Police Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Other,Going Ahead,Legal,None,30,Not Suspected,No
291,005,42,Fatal,June,2015,3,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304590,072210,   ?,Truck,Going Ahead,Legal,None,38,Not Suspected,No
292,005,42,Fatal,November,2015,2,Cross Road,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304590,072210,   ?,Bus,Going Ahead,Legal,None,30,Not Suspected,No
293,005,42,Fatal,December,2015,4,No Junction,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,304575,072205,   ?,Bus,Going Ahead,Legal,None,35,Not Suspected,No
294,019,42,Fatal,March,2015,2,No Junction,Other,Hit Pedestrian,1-way Street,2-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Heavy Truck,Going Ahead,Legal,Brakes,22,Not Suspected,No
295,019,42,Fatal,January,2015,3,Other,No Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Rural Area,     ?,     ?,   ?,Baby Taxi,Going Ahead,Legal,None,30,Not Suspected,No
296,019,42,Simple,March,2015,3,No Junction,No Control,Hit Pedestrian,2-way Street,2-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Motor Cycle,Going Ahead,Legal,None,23,Not Suspected,Yes
297,016,42,Simple,December,2015,4,Cross Road,No Control,Hit Pedestrian,1-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Minibus,Going Ahead,Legal,None,40,Not Suspected,No
298,028,42,Fatal,April,2015,4,T Junction,No Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Dawn,Straight+Flat,Dry,Sealed,Good,City,None,Urban Area,     ?,     ?,   ?,Bus,Other,Legal,None,22,Not Suspected,No
299,028,42,Grievios,June,2015,3,Round About,Police + Traffic Lights,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Curve + Slop,Dry,Sealed,Good,City,None,Urban Area,304695,072421,   ?,Minibus,Left Turn,Legal,None,30,Not Suspected,No
300,015,42,Fatal,August,2015,4,T Junction,No Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,Regional,?,?,304122,073603,   ?,?,?,?,?, ?,Not Suspected,No
301,005,18,Grievios,May,2015,3,Cross Road,No Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Daylight,Straight+Flat,Dry,Sealed,Under Repair,City,None,Urban Area,304668,072624,   ?,Bus,Going Ahead,Legal,Other,40,Not Suspected,No
302,022,42,Fatal,September,2015,1,Round About,Police Control,Hit Pedestrian,2-way Street,1-way Street,Fair,Night(lit),Straight+Flat,Dry,Sealed,Good,National,None,Urban Area,     ?,     ?,0003,Minibus,Going Ahead,Legal,Multiple, ?,Suspected,No
